"area","age","tree","block","clone","dist_row","dist_col","row","col","dbh","hei","vol","mai"
1,3,160,2,"C6586",2,3,39,41,12.2,18.15,0.091233561,49.07198623
1,3,161,2,"C6498",2,3,39,40,16.6,19.95,0.185659601,99.86111761
1,3,162,2,"C6603",2,3,39,39,12.5,18.15,0.095775624,49.06193835
1,3,163,2,"C6600",2,3,39,38,14.4,18.6,0.130255558,66.72459946
1,3,164,2,"C6619",2,3,39,37,12.3,17.4,0.088903285,47.81859562
1,3,165,2,"C6550",2,3,39,36,10.9,15.9,0.063798205,34.31527363
1,3,166,2,"C6506",2,3,39,35,12.5,18.3,0.096567159,51.94077936
1,3,167,2,"C6588",2,3,39,34,12.9,17.7,0.09947433,50.95663418
1,3,168,2,"C6234",2,3,39,33,8.7,14.4,0.036809451,19.79877606
1,3,169,2,"C6516",2,3,39,32,10.9,17.1,0.068613163,36.9051056
1,3,170,2,"C6607",2,3,39,31,16.7,19.5,0.183664783,94.08396262
1,3,171,2,"C6576",2,3,39,30,11.6,17.7,0.080435466,41.20380203
1,3,172,2,"C6537",2,3,39,29,13.1,18.3,0.106060097,54.33025308
1,3,173,2,"C6578",2,3,39,28,14.4,18.6,0.130255558,63.38836948
1,3,174,2,"C6524",2,3,39,27,12.2,17.4,0.087463579,47.04421821
1,3,175,2,"C6406",2,3,39,26,12.4,18,0.093470424,45.4870244
1,3,176,2,"C6589",2,3,39,25,10.2,17.4,0.061137536,32.88417403
1,3,177,2,"C6497",2,3,39,24,16.6,19.95,0.185659601,99.86111761
1,3,178,2,"C6494",2,3,39,23,11.3,16.8,0.072447684,37.11198771
1,3,179,2,"C6491",2,3,39,22,7.4,13.5,0.024966378,13.42871801
1,3,180,2,"C6587",2,3,39,21,11.3,18.15,0.078269373,42.09891106
1,3,181,2,"C6525",2,3,39,20,14.1,19.5,0.13092759,70.42229638
1,3,182,2,"C6604",2,3,39,19,14.3,18.6,0.128452735,69.09114106
1,3,183,2,"C6595",2,3,39,18,12.4,17.4,0.090354743,48.59929449
1,3,184,2,"C6549",2,3,39,17,10.6,17.1,0.064888267,34.90158796
1,3,185,2,"C6522",2,3,39,16,13.8,18.3,0.117697598,60.29166946
1,3,186,2,"C6493",2,3,39,15,13.4,17.85,0.108244579,58.22173769
1,3,187,2,"C6517",2,3,39,14,13.1,17.4,0.100844026,54.24118709
1,3,188,2,"C6507",2,3,39,13,13.1,17.55,0.101713371,54.70878353
1,3,189,2,"C6545",2,3,39,12,10.2,15.75,0.055340011,29.76584718
1,3,190,2,"C6492",2,3,39,11,11.3,15.45,0.066625995,35.83626313
1,3,191,2,"C6508",2,3,39,10,11.2,14.85,0.062910167,33.83762282
1,3,192,2,"C6561",2,3,39,9,8.8,14.1,0.036875914,19.83452494
1,3,193,2,"C6526",2,3,39,8,9.7,15,0.047664283,25.6372875
1,3,194,2,"C6542",2,3,39,7,14.9,19.2,0.143956773,77.43033026
1,3,195,2,"C6596",2,3,39,6,13.1,18.15,0.105190751,56.57916929
1,3,196,2,"C6599",2,3,39,5,11.6,17.25,0.078390496,40.15624774
1,3,197,2,"C6512",2,3,39,4,8.7,12.75,0.032591701,17.5301663
1,3,198,2,"C6617",2,3,39,3,12.5,18,0.09498409,51.08929117
1,3,199,2,"C6580",2,3,39,2,14.2,18,0.122576589,62.79097705
1,3,200,2,"C6563",2,3,39,1,12.7,17.55,0.0955967,48.97028254
1,3,201,3,"C6764",2,3,38,1,13.1,18.3,0.106060097,57.04676573
1,3,202,3,"C6629",2,3,38,2,16.9,20.1,0.193877675,104.2813903
1,3,203,3,"C6719",2,3,38,3,10.9,18,0.072224383,38.84747958
1,3,204,3,"C6775",2,3,38,4,8.7,14.55,0.037192882,19.05239363
1,3,205,3,"C6699",2,3,38,5,12.7,18.15,0.098864963,53.17670424
1,3,206,3,"C6662",2,3,38,6,13.5,18.9,0.116328915,62.57007669
1,3,207,3,"C6783",2,3,38,7,14.5,18,0.127810592,62.1985359
1,3,208,3,"C6749",2,3,38,8,12.4,17.7,0.091912584,49.43721336
1,3,209,3,"57",2,3,38,9,9.4,16.2,0.048342495,26.00207866
1,3,210,3,"C6763",2,3,38,10,10.2,17.1,0.06008344,32.31720551
1,3,211,3,"C6756",2,3,38,11,9.9,0,0.057709907,23.64994158
1,3,212,3,"C6639",2,3,38,12,7.4,13.8,0.025521187,13.72713396
1,3,213,3,"C6744",2,3,38,13,14.5,18.9,0.134201122,72.18303771
1,3,214,3,"C6653",2,3,38,14,11.3,17.55,0.075681955,40.70721152
1,3,215,3,"386",2,3,38,15,14.3,18.3,0.126380917,67.97676782
1,3,216,3,"C6640",2,3,38,16,12.9,16.2,0.091044302,46.63827535
1,3,217,3,"C6780",2,3,38,17,13.2,17.7,0.104154842,53.35426921
1,3,218,3,"C6690",2,3,38,18,6.6,12.3,0.018094697,9.732632583
1,3,219,3,"C6765",2,3,38,19,10.3,16.5,0.059117591,31.79770235
1,3,220,3,"1274",2,3,38,20,11.7,17.25,0.079747882,40.8515811
1,3,221,3,"C6751",2,3,38,21,10.6,15.45,0.058627119,31.53389087
1,3,222,3,"C6660",2,3,38,22,11.1,16.35,0.068033381,36.59325657
1,3,223,3,"1128",2,3,38,23,NA,NA,NA,NA
1,3,224,3,"C6638",2,3,38,24,14.3,17.85,0.123273189,66.30520795
1,3,225,3,"C6722",2,3,38,25,9.3,15.15,0.044252404,23.80213292
1,3,226,3,"1046",2,3,38,26,10.7,16.35,0.063218422,34.0034246
1,3,227,3,"C6721",2,3,38,27,12.4,17.1,0.088796903,47.76137562
1,3,228,3,"C6703",2,3,38,28,9.8,15.45,0.050111681,26.95367461
1,3,229,3,"C6738",2,3,38,29,5.2,9.9,0.009040662,3.9364873
1,3,230,3,"C6730",2,3,38,30,11.7,16.8,0.077667503,37.7965933
1,3,231,3,"C6745",2,3,38,31,9.3,17.1,0.049948258,26.86577379
1,3,232,3,"C6675",2,3,38,32,12.4,17.85,0.092691504,49.85617279
1,3,233,3,"C6771",2,3,38,33,14.5,18.6,0.132070945,43.97545608
1,3,234,3,"C7074",2,3,38,34,11.8,18,0.084643742,45.52750658
1,3,235,3,"C6692",2,3,38,35,11.9,17.1,0.081780238,43.9873075
1,3,236,3,"C6757",2,3,38,36,12.9,18.15,0.102003339,54.86474892
1,3,237,3,"C6656",2,3,38,37,8.9,16.2,0.043336453,23.30946866
1,3,238,3,"C6686",2,3,38,38,13.4,18.15,0.110063815,59.20025429
1,3,239,3,"C6762",2,3,38,39,12.5,18.6,0.098150227,52.79226755
1,3,240,3,"C6728",2,3,38,40,12.9,18.75,0.10537535,53.97948536
1,3,241,3,"C6632",2,3,38,41,5.3,10.65,0.010103217,5.175465215
1,3,242,3,"C6688",2,3,38,42,11.3,18.15,0.078269373,40.09420101
1,3,243,3,"C6642",2,3,38,43,14.9,19.2,0.143956773,73.74317167
1,3,244,3,"C6782",2,3,38,44,13.4,18.9,0.114611907,58.71099599
1,3,245,3,"C6633",2,3,38,45,13.5,18,0.110789443,56.75290402
1,3,246,3,"C6625",2,3,38,46,10.2,16.8,0.059029345,30.23832095
1,3,247,3,"C6707",2,3,38,47,5.9,12.3,0.014459973,7.777615707
1,3,248,3,"C6663",2,3,38,48,12.3,18.6,0.095034546,51.11642981
1,3,249,3,"C6733",2,3,38,49,13.9,19.2,0.125282141,67.3857669
1,3,250,3,"C6652",2,3,38,50,15.1,19.5,0.150157436,76.91951779
1,3,251,3,"C6612",2,3,37,50,11.7,17.4,0.080441342,43.26715285
1,3,252,3,"C6604",2,3,37,49,13.1,18,0.104321406,56.11157285
1,3,253,3,"C6494",2,3,37,48,13.5,17.85,0.109866198,56.27996316
1,3,254,3,"C6491",2,3,37,47,11.3,16.2,0.069860267,37.57588756
1,3,255,3,"C6517",2,3,37,46,13.8,18.3,0.117697598,63.30625294
1,3,256,3,"C6555",2,3,37,45,7.8,13.65,0.028046598,15.08548241
1,3,257,3,"C6526",2,3,37,44,9.9,15.45,0.051139586,27.50655611
1,3,258,3,"C6522",2,3,37,43,12.1,17.7,0.087518999,44.83240677
1,3,259,3,"C6578",2,3,37,42,16.3,19.65,0.176317777,85.80437176
1,3,260,3,"C6600",2,3,37,41,NA,NA,NA,NA
1,3,261,3,"C6543",2,3,37,40,16.1,19.95,0.174643726,93.93598597
1,3,262,3,"C6563",2,3,37,39,7.1,13.05,0.022217007,11.38086459
1,3,263,3,"C6270",2,3,37,38,8.4,15.3,0.036459301,19.6104405
1,3,264,3,"C6524",2,3,37,37,14.5,18.6,0.132070945,71.03727521
1,3,265,3,"C6550",2,3,37,36,12.1,17.1,0.084552254,45.47829737
1,3,266,3,"C6588",2,3,37,35,12.3,17.7,0.0904361,46.32671826
1,3,267,3,"C6507",2,3,37,34,12.6,17.7,0.094901416,51.04482306
1,3,268,3,"C6607",2,3,37,33,15.1,19.2,0.147847321,75.73614059
1,3,269,3,"C6493",2,3,37,32,9.3,14.7,0.042937976,23.09513887
1,3,270,3,"C6586",2,3,37,31,10,16.8,0.056737163,30.51733659
1,3,271,3,"C6512",2,3,37,30,13.5,17.25,0.106173216,57.10760967
1,3,272,3,"C6498",2,3,37,29,14.3,18.15,0.125345008,67.4195812
1,3,273,3,"C6489",2,3,37,28,13.1,17.1,0.099105336,53.30599421
1,3,274,3,"C6497",2,3,37,27,12.2,16.5,0.082939601,44.61089658
1,3,275,3,"C6617",2,3,37,26,9,0,0.036760392,19.77238907
1,3,276,3,"C6506",2,3,37,25,13.4,19.2,0.116431143,62.62506239
1,3,277,3,"C6619",2,3,37,24,14.1,18.15,0.121863372,65.54690663
1,3,278,3,"C6603",2,3,37,23,8.7,12.9,0.032975133,16.89181291
1,3,279,3,"C6605",2,3,37,22,13.1,18.6,0.107798787,57.98195862
1,3,280,3,"C6596",2,3,37,21,8.8,15.9,0.041583478,22.36659195
1,3,281,3,"C6580",2,3,37,20,15.5,18.9,0.153349914,78.55489411
1,3,282,3,"C6545",2,3,37,19,15.8,18.9,0.159343486,85.70641396
1,3,283,3,"C6587",2,3,37,18,12.1,17.85,0.088260686,47.47295954
1,3,284,3,"C6234",2,3,37,17,11,16.5,0.06742604,36.26658483
1,3,285,3,"C6269",2,3,37,16,11.8,17.1,0.080411555,43.25113125
1,3,286,3,"C6561",2,3,37,15,14.5,18.9,0.134201122,72.18303771
1,3,287,3,"C6542",2,3,37,14,11.6,16.5,0.074982214,40.33084012
1,3,288,3,"C6595",2,3,37,13,14.5,18.9,0.134201122,72.18303771
1,3,289,3,"C6525",2,3,37,12,15.4,19.65,0.157384636,84.65280291
1,3,290,3,"C6571",2,3,37,11,14,19.2,0.127091246,68.35883397
1,3,291,3,"C6576",2,3,37,10,10.9,17.1,0.068613163,35.14771962
1,3,292,3,"C6549",2,3,37,9,16.2,18.9,0.167513638,90.10091043
1,3,293,3,"C6521",2,3,37,8,6.8,12.9,0.020144935,7.223598893
1,3,294,3,"C6537",2,3,37,7,14.8,19.5,0.144250185,73.89347475
1,3,295,3,"C6406",2,3,37,6,11.8,18,0.084643742,41.19155357
1,3,296,3,"C6492",2,3,37,5,10.9,16.65,0.066807554,35.93391861
1,3,297,3,"C6516",2,3,37,4,14.1,18.75,0.125891913,67.71374652
1,3,298,3,"C6599",2,3,37,3,10.6,14.4,0.054642751,27.99124849
1,3,299,3,"C6508",2,3,37,2,6.8,11.4,0.017802501,9.5754683
1,3,300,3,"C6589",2,3,37,1,14.1,19.65,0.131934725,70.96400636
1,3,301,4,"57",2,3,36,1,10.7,17.7,0.068438291,36.81104681
1,3,302,4,"C6703",2,3,36,2,11.2,16.5,0.069900185,37.59735868
1,3,303,4,"C6765",2,3,36,3,13.3,18.45,0.110219387,59.28393174
1,3,304,4,"C6782",2,3,36,4,11.2,16.5,0.069900185,35.80700827
1,3,305,4,"C6699",2,3,36,5,10.9,17.85,0.071622513,38.52375058
1,3,306,4,"1046",2,3,36,6,8.7,14.1,0.036042587,19.38630156
1,3,307,4,"C6722",2,3,36,7,8.3,12.6,0.029314674,15.76754489
1,3,308,4,"C6640",2,3,36,8,9.4,13.65,0.040733028,20.8658656
1,3,309,4,"C6707",2,3,36,9,8.5,12.6,0.03074445,16.53658177
1,3,310,4,"C6662",2,3,36,10,13.2,17.55,0.103272174,55.54722011
1,3,311,4,"C6638",2,3,36,11,8.9,14.55,0.038922555,20.93535611
1,3,312,4,"C6763",2,3,36,12,12.3,18.3,0.093501731,50.29197126
1,3,313,4,"C6783",2,3,36,13,12.2,16.95,0.08520159,41.46302812
1,3,314,4,"C6764",2,3,36,14,13.8,17.1,0.109979723,59.15502324
1,3,315,4,"C6745",2,3,36,15,12.4,18,0.093470424,50.27513223
1,3,316,4,"C6688",2,3,36,16,11.1,16.95,0.070530018,36.12964607
1,3,317,4,"C6757",2,3,36,17,10.8,16.65,0.06558735,35.27760514
1,3,318,4,"1128",2,3,36,18,12.9,18.15,0.102003339,49.63953474
1,3,319,4,"C6771",2,3,36,19,12.4,17.4,0.090354743,30.08527754
1,3,320,4,"C6653",2,3,36,20,11.8,16.5,0.077590097,41.7335477
1,3,321,4,"C6780",2,3,36,21,11.5,16.65,0.074364944,38.09412176
1,3,322,4,"C6738",2,3,36,22,6.7,11.85,0.017964962,7.822308295
1,3,323,4,"C6744",2,3,36,23,11.5,16.95,0.075704853,40.71952745
1,3,324,4,"C6632",2,3,36,24,11.3,17.25,0.074388247,38.10605881
1,3,325,4,"C6719",2,3,36,25,12.3,18,0.091968915,49.46751272
1,3,326,4,"C6749",2,3,36,26,11.5,16.5,0.07369499,39.63847805
1,3,327,4,"C6686",2,3,36,27,13.1,18.6,0.107798787,57.98195862
1,3,328,4,"C6690",2,3,36,28,7.2,14.1,0.024685529,13.27765719
1,3,329,4,"C6775",2,3,36,29,12.9,18.45,0.103689344,53.11581359
1,3,330,4,"C6756",2,3,36,30,10.9,18,0.072224383,29.59807968
1,3,331,4,"C6652",2,3,36,31,14.8,18,0.133154017,68.2093613
1,3,332,4,"C7074",2,3,36,32,13.1,18.3,0.106060097,57.04676573
1,3,333,4,"C6730",2,3,36,33,8.8,15.6,0.040798884,19.85462071
1,3,334,4,"C6762",2,3,36,34,14.5,19.65,0.139526563,75.04744397
1,3,335,4,"C6629",2,3,36,35,12.1,17.1,0.084552254,45.47829737
1,3,336,4,"C6625",2,3,36,36,10.6,17.1,0.064888267,33.23960758
1,3,337,4,"C6728",2,3,36,37,9.9,16.5,0.054615092,27.97707972
1,3,338,4,"C6663",2,3,36,38,11.3,18,0.077622518,41.75098618
1,3,339,4,"C6639",2,3,36,39,15,19.5,0.148175181,79.69929423
1,3,340,4,"C6660",2,3,36,40,13.8,18,0.115768129,62.26844551
1,3,341,4,"1274",2,3,36,41,10.4,16.65,0.060818997,31.15508665
1,3,342,4,"C6633",2,3,36,42,14.2,17.7,0.120533646,61.74446077
1,3,343,4,"C6656",2,3,36,43,8.7,15,0.038343178,20.62372506
