"area","age","tree","block","clone","dist_row","dist_col","row","col","dbh","hei","vol","mai"
2,3,904,10,"C6762",2,3,24,4,15.3,20.25,0.160090745,86.10834363
2,3,905,10,"C6653",2,3,24,5,15.1,19.05,0.146692264,78.90167459
2,3,906,10,"C6656",2,3,24,6,9.5,15.6,0.047547769,25.57461797
2,3,907,10,"C6639",2,3,24,7,14.7,18.75,0.136834081,73.59923287
2,3,908,10,"1274",2,3,24,8,8.8,16.05,0.041975774,21.50247384
2,3,909,10,"C6625",2,3,24,9,10,16.5,0.055724,28.54512777
2,3,910,10,"C6660",2,3,24,10,12.4,18.15,0.094249344,50.69409167
2,3,911,10,"C6719",2,3,24,11,9.8,17.4,0.056436456,30.35559471
2,3,912,10,"C6688",2,3,24,12,10.9,17.4,0.069816903,35.76434628
2,3,913,10,"C6642",2,3,24,13,12.7,18.15,0.098864963,50.64448023
2,3,914,10,"C6738",2,3,24,14,7.3,12.9,0.023216341,10.10886515
2,3,915,10,"C6629",2,3,24,15,14.1,19.05,0.127906184,68.79716647
2,3,916,10,"386",2,3,24,16,11.1,17.7,0.073650816,39.61471812
2,3,917,10,"C6686",2,3,24,17,13.1,19.05,0.110406822,59.38474794
2,3,918,10,"C6690",2,3,24,18,8,15,0.032421236,17.43847805
2,3,919,10,"C6745",2,3,24,19,11.5,20.4,0.091113805,49.00757286
2,3,920,10,"C6782",2,3,24,20,10.2,18.6,0.065353917,33.47814105
2,3,921,10,"C6699",2,3,24,21,11.5,19.8,0.088433988,47.56617365
2,3,922,10,"1128",2,3,24,22,14.8,19.8,0.146469419,71.27878256
2,3,923,10,"C6775",2,3,24,23,13.1,18.3,0.106060097,54.33025308
2,3,924,10,"57",2,3,24,24,12.7,19.5,0.106218555,57.1319963
2,3,925,10,"C6640",2,3,24,25,12,17.7,0.086078382,44.09443737
2,3,926,10,"C6763",2,3,24,26,14,18.6,0.123119644,66.22262041
2,3,927,10,"C7074",2,3,24,27,15.5,20.7,0.167954668,90.33812823
2,3,928,10,"C6757",2,3,24,28,12.5,18.6,0.098150227,52.79226755
2,3,929,10,"C6703",2,3,24,29,14.7,20.4,0.14887548,80.07596536
2,3,930,10,"C6771",2,3,24,30,11,17.7,0.072329752,24.0835243
2,3,931,10,"C6638",2,3,24,31,14,19.5,0.129077047,69.42694075
2,3,932,10,"C6663",2,3,24,32,11.4,17.7,0.07768574,41.78499121
2,3,933,10,"C6707",2,3,24,33,10.2,16.8,0.059029345,31.75023699
2,3,934,10,"C6733",2,3,24,34,11.5,17.1,0.076374807,41.07987725
2,3,935,10,"C6633",2,3,24,35,11.7,16.5,0.076280583,39.0754254
2,3,936,10,"C6692",2,3,24,36,11.5,17.1,0.076374807,41.07987725
2,3,937,10,"C6744",2,3,24,37,9.7,16.5,0.052430711,28.20101625
2,3,938,10,"C6765",2,3,24,38,11.3,16.5,0.071153975,38.27173733
2,3,939,10,"C6751",2,3,24,39,10.3,15.9,0.056967861,30.64142227
2,3,940,10,"C6722",2,3,24,40,5.3,10.5,0.009960918,5.357699906
2,3,941,10,"C6632",2,3,24,41,9.9,15.3,0.050643085,25.94238302
2,3,942,10,"C6721",2,3,24,42,12.2,17.1,0.085955587,46.233111
2,3,943,10,"C6749",2,3,24,43,10.9,16.8,0.067409424,36.25764761
2,3,944,10,"C6652",2,3,24,44,12.7,18.3,0.099682029,51.06302966
2,3,945,10,"C6764",2,3,24,45,11.8,18.6,0.0874652,47.04509013
2,3,946,10,"C6780",2,3,24,46,NA,NA,NA,NA
2,3,947,10,"C6756",2,3,24,47,9.5,15,0.045719009,18.73598386
2,3,948,10,"C6730",2,3,24,48,NA,NA,NA,NA
2,3,949,10,"C6675",2,3,24,49,9.2,12.3,0.03515921,18.91115753
2,3,950,10,"C6662",2,3,24,50,9.9,17.1,0.056601095,30.44414948
2,3,951,10,"C6563",2,3,23,50,7.4,12.45,0.023024549,11.79453539
2,3,952,10,"C6578",2,3,23,49,8.8,13.5,0.035306726,17.18188331
2,3,953,10,"C6493",2,3,23,48,11.5,14.4,0.064315627,34.59358084
2,3,954,10,"C6589",2,3,23,47,7.7,13.5,0.027031712,14.53960355
2,3,955,10,"C6516",2,3,23,46,12.3,17.25,0.088136877,47.40636635
2,3,956,10,"C6537",2,3,23,45,10.6,16.8,0.063749877,32.65645657
2,3,957,10,"C6269",2,3,23,44,5.3,12.9,0.0122377,6.582317027
2,3,958,10,"C6517",2,3,23,43,13.4,16.65,0.100967632,54.30767129
2,3,959,10,"C6521",2,3,23,42,NA,NA,NA,NA
2,3,960,10,"C6234",2,3,23,41,7.5,13.5,0.025645704,13.79410862
2,3,961,10,"C6550",2,3,23,40,15.2,18.45,0.143960015,77.4320741
2,3,962,10,"C6600",2,3,23,39,10.6,17.1,0.064888267,33.23960758
2,3,963,10,"C6491",2,3,23,38,14,18.45,0.122126744,65.68856702
2,3,964,10,"C6507",2,3,23,37,11.9,16.95,0.081062867,43.60145393
2,3,965,10,"C6270",2,3,23,36,8.4,14.85,0.035386969,19.03366283
2,3,966,10,"C6498",2,3,23,35,15.7,18.6,0.154835516,83.28170258
2,3,967,10,"C6489",2,3,23,34,11.1,16.2,0.067409221,36.25753862
2,3,968,10,"C6525",2,3,23,33,12.7,16.8,0.091511371,49.22141219
2,3,969,10,"C6587",2,3,23,32,13.4,18.9,0.114611907,61.64654579
2,3,970,10,"C6497",2,3,23,31,13.8,18.45,0.118662332,63.82515665
2,3,971,10,"C6576",2,3,23,30,14.9,18,0.134959475,69.13422344
2,3,972,10,"C6603",2,3,23,29,9.5,16.05,0.048919339,25.05937842
2,3,973,10,"C6586",2,3,23,28,10.9,17.1,0.068613163,36.9051056
2,3,974,10,"C6588",2,3,23,27,12.7,17.4,0.094779634,48.55173312
2,3,975,10,"C6571",2,3,23,26,14.9,18.9,0.141707448,76.22048135
2,3,976,10,"C6522",2,3,23,25,12.9,18,0.101160336,51.82030595
2,3,977,10,"C6612",2,3,23,24,12.6,16.95,0.09088017,48.88190682
2,3,978,10,"C6526",2,3,23,23,12,17.25,0.083889949,45.12206197
2,3,979,10,"C6607",2,3,23,22,10.7,15.15,0.058578538,30.00739086
2,3,980,10,"C6555",2,3,23,21,9.7,16.8,0.053383997,28.713762
2,3,981,10,"C6545",2,3,23,20,14.1,17.7,0.118841966,63.92177672
2,3,982,10,"C6599",2,3,23,19,12.4,18.15,0.094249344,48.2800873
2,3,983,10,"C6494",2,3,23,18,11.8,17.25,0.08111692,41.55288299
2,3,984,10,"C6508",2,3,23,17,10.2,16.2,0.056921154,30.61629996
2,3,985,10,"C6542",2,3,23,16,11.9,17.25,0.082497609,44.37316108
2,3,986,10,"C6604",2,3,23,15,13.5,18.9,0.116328915,62.57007669
2,3,987,10,"C6605",2,3,23,14,13.7,19.2,0.121702836,65.46055892
2,3,988,10,"C6617",2,3,23,13,8.5,0,0.030967731,16.65667824
2,3,989,10,"C6512",2,3,23,12,11.4,17.1,0.075052325,40.36855083
2,3,990,10,"C6580",2,3,23,11,15.3,18.6,0.147046314,75.32581736
2,3,991,10,"C6561",2,3,23,10,8.5,15,0.036600536,19.68640687
2,3,992,10,"C6524",2,3,23,9,13.1,18.6,0.107798787,57.98195862
2,3,993,10,"C6492",2,3,23,8,11.6,17.4,0.079072153,42.53070413
2,3,994,10,"C6543",2,3,23,7,16.2,20.55,0.182137844,97.96686293
2,3,995,10,"C6596",2,3,23,6,12.3,17.4,0.088903285,47.81859562
2,3,996,10,"C6506",2,3,23,5,13.4,18.6,0.11279267,60.66802919
2,3,997,10,"C6406",2,3,23,4,11.7,18,0.083215182,40.49634996
2,3,998,10,"C6549",2,3,23,3,12.8,17.4,0.096278103,51.78530443
2,3,999,10,"C6619",2,3,23,2,11.8,17.55,0.082527649,44.38931892
2,3,1000,10,"C6595",2,3,23,1,12.1,17.55,0.086777313,46.67509467
2,3,1001,11,"C6703",2,3,22,1,10.3,17.4,0.062342187,33.53212248
2,3,1002,11,"C6728",2,3,22,2,11.4,18.9,0.08295257,42.4932114
2,3,1003,11,"C6733",2,3,22,3,7.4,10.8,0.019973103,10.74297441
2,3,1004,11,"C6688",2,3,22,4,12.4,19.5,0.101259626,51.87116817
2,3,1005,11,"C6751",2,3,22,5,11.5,19.2,0.08575417,46.12477445
2,3,1006,11,"C6762",2,3,22,6,13.5,20.4,0.125561369,67.53595579
2,3,1007,11,"C6662",2,3,22,7,12.5,19.05,0.100524829,54.06949983
2,3,1008,11,"C6653",2,3,22,8,13.5,18.9,0.116328915,62.57007669
2,3,1009,11,"57",2,3,22,9,11.4,17.4,0.076369032,41.07677102
2,3,1010,11,"C6721",2,3,22,10,11.3,17.4,0.075035101,40.35928664
2,3,1011,11,"C6640",2,3,22,11,8.8,14.4,0.037660508,19.29193915
2,3,1012,11,"C6638",2,3,22,12,11.8,17.55,0.082527649,44.38931892
2,3,1013,11,"C6763",2,3,22,13,10.2,17.25,0.060610488,32.60068977
2,3,1014,11,"1046",2,3,22,14,11.8,18.9,0.088875929,47.80388191
2,3,1015,11,"C6690",2,3,22,15,11.1,18.3,0.076147453,40.95758992
2,3,1016,11,"C6675",2,3,22,16,11.2,17.4,0.073712923,39.6481237
2,3,1017,11,"C6780",2,3,22,17,9.8,17.7,0.057409499,29.40854003
2,3,1018,11,"386",2,3,22,18,13,19.35,0.110439902,59.40254063
2,3,1019,11,"C6730",2,3,22,19,9.6,17.1,0.053222701,25.90062409
2,3,1020,11,"C6656",2,3,22,20,10.5,18.3,0.068137787,36.64941392
2,3,1021,11,"C6629",2,3,22,21,17.1,21,0.207381424,111.5446799
2,3,1022,11,"C6756",2,3,22,22,7.1,14.7,0.025026054,10.25585958
2,3,1023,11,"C6783",2,3,22,23,14.5,20.4,0.144852004,70.49167402
2,3,1024,11,"C6660",2,3,22,24,12.9,16.2,0.091044302,48.97018912
2,3,1025,11,"C6775",2,3,22,25,8.3,15.3,0.03559639,18.23457572
2,3,1026,11,"C6745",2,3,22,26,13.4,19.2,0.116431143,62.62506239
2,3,1027,11,"C6692",2,3,22,27,12.6,18.3,0.098118413,52.77515604
2,3,1028,11,"C6663",2,3,22,28,13.5,19.2,0.118175406,63.56325251
2,3,1029,11,"C6722",2,3,22,29,11.3,17.7,0.07632881,41.05513641
2,3,1030,11,"C6632",2,3,22,30,12.7,19.2,0.104584424,53.5743262
2,3,1031,11,"C6639",2,3,22,31,10,15.9,0.053697672,28.88247928
2,3,1032,11,"C6652",2,3,22,32,12.5,17.7,0.093401022,47.84552666
2,3,1033,11,"C6749",2,3,22,33,11.9,17.7,0.08464972,45.5307218
2,3,1034,11,"C6738",2,3,22,34,5.9,10.5,0.012343879,5.374775082
2,3,1035,11,"1128",2,3,22,35,NA,NA,NA,NA
2,3,1036,11,"C6782",2,3,22,36,11.9,18,0.086084461,44.09755138
2,3,1037,11,"C6719",2,3,22,37,9.9,17.4,0.057594097,30.97825737
2,3,1038,11,"C6633",2,3,22,38,9.5,15.6,0.047547769,24.35677902
2,3,1039,11,"C6686",2,3,22,39,11.6,17.7,0.080435466,43.26399213
2,3,1040,11,"C6757",2,3,22,40,10.2,15.6,0.054812963,29.48236292
2,3,1041,11,"C7074",2,3,22,41,10.5,16.65,0.061994216,33.34495856
2,3,1042,11,"C6707",2,3,22,42,9.6,15.9,0.049487775,26.6180929
2,3,1043,11,"C6771",2,3,22,43,9,15,0.041033127,13.66273615
2,3,1044,11,"C6642",2,3,22,44,7.8,14.4,0.02958762,15.15652864
2,3,1045,11,"C6744",2,3,22,45,10.5,16.2,0.060318697,32.44374347
2,3,1046,11,"C6764",2,3,22,46,10.6,17.1,0.064888267,34.90158796
2,3,1047,11,"C6625",2,3,22,47,11.8,17.7,0.083233013,42.63687124
2,3,1048,11,"1274",2,3,22,48,10,17.1,0.057750327,29.58313241
2,3,1049,11,"C6699",2,3,22,49,9.9,16.2,0.05362209,28.84182583
2,3,1050,11,"C6765",2,3,22,50,11.5,16.8,0.075034898,40.35917765
2,3,1051,11,"C6491",2,3,21,50,15.2,19.2,0.149812048,80.57971939
2,3,1052,11,"C6587",2,3,21,49,12.3,18.3,0.093501731,50.29197126
2,3,1053,11,"C6589",2,3,21,48,11.9,16.8,0.080345497,43.21560035
2,3,1054,11,"C6508",2,3,21,47,9.2,13.8,0.039446918,21.21739625
2,3,1055,11,"C6526",2,3,21,46,10.6,15,0.056919533,30.61542803
2,3,1056,11,"C6603",2,3,21,45,8.1,13.5,0.02991315,15.32328409
2,3,1057,11,"C6537",2,3,21,44,11.1,16.2,0.067409221,34.53098916
2,3,1058,11,"C6604",2,3,21,43,11.9,17.4,0.083214979,44.75901465
2,3,1059,11,"C6563",2,3,21,42,11.9,17.25,0.082497609,42.26015341
2,3,1060,11,"C6516",2,3,21,41,13.4,18.6,0.11279267,60.66802919
2,3,1061,11,"C6617",2,3,21,40,14.9,17.55,0.131585488,70.77616125
2,3,1062,11,"C6234",2,3,21,39,9.3,16.5,0.048195687,25.92311506
2,3,1063,11,"C6605",2,3,21,38,12,17.1,0.083160471,44.72969621
2,3,1064,11,"C6517",2,3,21,37,11.8,17.25,0.08111692,43.63052714
2,3,1065,11,"C6512",2,3,21,36,13.5,17.55,0.108019707,58.1007855
2,3,1066,11,"C6596",2,3,21,35,13.6,17.7,0.1105629,59.46869786
2,3,1067,11,"C6545",2,3,21,34,11.3,15.45,0.066625995,35.83626313
2,3,1068,11,"C6595",2,3,21,33,11.2,15.9,0.06735836,36.23018201
2,3,1069,11,"C6619",2,3,21,32,10.6,16.5,0.062611486,33.67697084
2,3,1070,11,"C6507",2,3,21,31,12.2,16.5,0.082939601,44.61089658
2,3,1071,11,"C6586",2,3,21,30,11.5,16.8,0.075034898,40.35917765
2,3,1072,11,"C6521",2,3,21,29,6.2,12,0.015578404,5.586125803
2,3,1073,11,"C6493",2,3,21,28,12.9,16.95,0.095259316,51.2373275
2,3,1074,11,"C6494",2,3,21,27,10.5,16.2,0.060318697,30.8988033
2,3,1075,11,"C6600",2,3,21,26,14.3,17.85,0.123273189,63.1478171
2,3,1076,11,"C6489",2,3,21,25,7.6,10.95,0.021359921,11.4889053
2,3,1077,11,"C6406",2,3,21,24,11.1,16.5,0.06865754,33.41192933
2,3,1078,11,"C6555",2,3,21,23,10.2,10.35,0.036366293,19.56041386
2,3,1079,11,"C6571",2,3,21,22,15.1,19.95,0.153622607,82.62931276
2,3,1080,11,"C6576",2,3,21,21,NA,NA,NA,NA
2,3,1081,11,"C6599",2,3,21,20,12.5,18.3,0.096567159,49.46740891
2,3,1082,11,"C6561",2,3,21,19,12.3,16.8,0.085837654,46.16967853
2,3,1083,11,"C6525",2,3,21,18,10.1,15.75,0.054260232,29.18506412
2,3,1084,11,"C6522",2,3,21,17,12.7,18.75,0.102133226,52.31867793
2,3,1085,11,"C6612",2,3,21,16,9.5,15.6,0.047547769,25.57461797
2,3,1086,11,"C6506",2,3,21,15,11.5,17.25,0.077044762,41.44022705
2,3,1087,11,"C6580",2,3,21,14,13.8,18.6,0.119627067,61.28005749
2,3,1088,11,"C6550",2,3,21,13,11,16.5,0.06742604,36.26658483
2,3,1089,11,"C6498",2,3,21,12,14.7,18.3,0.133550063,71.83285128
2,3,1090,11,"C6588",2,3,21,11,10.7,14.1,0.054518639,27.9276707
2,3,1091,11,"C6524",2,3,21,10,6,10.2,0.012401123,6.670217856
2,3,1092,11,"C6492",2,3,21,9,11.1,16.8,0.069905859,37.60041042
2,3,1093,11,"C6578",2,3,21,8,9.5,16.5,0.05029091,24.47387892
2,3,1094,11,"C6607",2,3,21,7,15.5,19.05,0.154566977,79.17834565
2,3,1095,11,"C6497",2,3,21,6,10.9,17.85,0.071622513,38.52375058
2,3,1096,11,"C6269",2,3,21,5,10.6,16.5,0.062611486,33.67697084
2,3,1097,11,"C6270",2,3,21,4,7.4,14.1,0.026075995,14.02554992
2,3,1098,11,"C6542",2,3,21,3,14.1,18.45,0.123877643,66.63032658
2,3,1099,11,"C6549",2,3,21,2,13.4,18.6,0.11279267,60.66802919
2,3,1100,11,"C6543",2,3,21,1,10.2,15.6,0.054812963,29.48236292
2,3,1101,12,"1274",2,3,20,1,7.6,13.2,0.025748946,13.19013264
2,3,1102,12,"C6662",2,3,20,2,13.5,18,0.110789443,59.59054923
2,3,1103,12,"C6640",2,3,20,3,12.8,18.6,0.102917972,52.72067118
2,3,1104,12,"C7074",2,3,20,4,15.7,19.2,0.15983021,85.96820911
2,3,1105,12,"C6782",2,3,20,5,11.7,18.6,0.085989021,44.04866136
2,3,1106,12,"C6632",2,3,20,6,NA,NA,NA,NA
2,3,1107,12,"C6771",2,3,20,7,11.5,16.65,0.074364944,24.76117914
2,3,1108,12,"C6629",2,3,20,8,15.1,19.8,0.15246755,82.00803974
2,3,1109,12,"C6625",2,3,20,9,10.9,18,0.072224383,36.9975996
2,3,1110,12,"C6692",2,3,20,10,12.4,18.9,0.098143945,52.78888884
2,3,1111,12,"C6686",2,3,20,11,11.5,18.15,0.081064489,43.60232585
2,3,1112,12,"C6738",2,3,20,12,10.3,17.7,0.063417052,27.61306966
2,3,1113,12,"386",2,3,20,13,10.2,18,0.063245726,34.01811106
2,3,1114,12,"C6653",2,3,20,14,16,19.65,0.169887278,91.377625
2,3,1115,12,"C6719",2,3,20,15,10,16.95,0.057243745,30.78981281
2,3,1116,12,"C6722",2,3,20,16,8.3,13.2,0.030710611,16.51838036
2,3,1117,12,"C6757",2,3,20,17,11.5,0,0.076630169,41.21722894
2,3,1118,12,"C6642",2,3,20,18,12.5,18.15,0.095775624,49.06193835
2,3,1119,12,"57",2,3,20,19,11.3,17.55,0.075681955,40.70721152
2,3,1120,12,"C6763",2,3,20,20,10.9,18.75,0.075233732,40.46612456
2,3,1121,12,"C6663",2,3,20,21,14.4,19.35,0.135507799,72.88586288
2,3,1122,12,"C6728",2,3,20,22,7,12,0.019858007,10.17244553
2,3,1123,12,"C6675",2,3,20,23,12.5,15,0.079153409,42.57440931
2,3,1124,12,"C6733",2,3,20,24,7.8,12.3,0.025272759,13.59351162
2,3,1125,12,"C6639",2,3,20,25,13.5,18.6,0.114482424,61.57690087
2,3,1126,12,"C6751",2,3,20,26,13.4,18.3,0.110973434,59.68951259
2,3,1127,12,"C6688",2,3,20,27,12.2,18.9,0.095003543,48.66643263
2,3,1128,12,"C6707",2,3,20,28,10.4,18.3,0.066846105,35.95465405
2,3,1129,12,"C6745",2,3,20,29,12.7,19.2,0.104584424,56.25304251
2,3,1130,12,"C6744",2,3,20,30,12.5,18,0.09498409,51.08929117
2,3,1131,12,"C6765",2,3,20,31,12.7,18,0.098047897,52.73722735
2,3,1132,12,"C6660",2,3,20,32,12.8,17.7,0.09793807,52.67815451
2,3,1133,12,"C6652",2,3,20,33,10.6,17.4,0.066026658,33.82275859
2,3,1134,12,"C6783",2,3,20,34,11,18,0.07355568,35.79559022
2,3,1135,12,"C6703",2,3,20,35,11.9,18,0.086084461,46.30242895
2,3,1136,12,"C6638",2,3,20,36,13.8,18.3,0.117697598,63.30625294
2,3,1137,12,"C6749",2,3,20,37,10.6,16.8,0.063749877,34.2892794
2,3,1138,12,"1128",2,3,20,38,10.2,16.8,0.059029345,28.7264049
2,3,1139,12,"C6656",2,3,20,39,11.7,18.6,0.085989021,46.25109443
2,3,1140,12,"C6780",2,3,20,40,13,18.3,0.104447039,53.50394948
2,3,1141,12,"C6730",2,3,20,41,8.8,15.3,0.04001429,19.47280108
2,3,1142,12,"C6690",2,3,20,42,8.8,16.2,0.042368071,22.78860312
2,3,1143,12,"C6762",2,3,20,43,11.9,18,0.086084461,46.30242895
2,3,1144,12,"C6775",2,3,20,44,11.3,16.2,0.069860267,35.78655958
2,3,1145,12,"1046",2,3,20,45,6.4,12.45,0.017222161,9.263319542
2,3,1146,12,"C6721",2,3,20,46,8.8,15.9,0.041583478,22.36659195
2,3,1147,12,"C6756",2,3,20,47,14.1,18,0.120856237,49.52776888
2,3,1148,12,"C6633",2,3,20,48,11.3,16.5,0.071153975,36.44927365
2,3,1149,12,"C6764",2,3,20,49,9.2,16.2,0.046307252,24.9073782
2,3,1150,12,"C6699",2,3,20,50,11.5,17.4,0.077714716,41.80057685
2,3,1151,12,"C6498",2,3,19,50,12.3,17.7,0.0904361,48.64305417
2,3,1152,12,"C6550",2,3,19,49,7.1,12,0.020429431,10.98842098
2,3,1153,12,"C6521",2,3,19,48,10.3,17.1,0.061267322,21.96932162
2,3,1154,12,"C6586",2,3,19,47,12,17.1,0.083160471,44.72969621
2,3,1155,12,"C6555",2,3,19,46,12.4,17.4,0.090354743,48.59929449
2,3,1156,12,"C6526",2,3,19,45,12.4,17.25,0.089575823,48.18033505
2,3,1157,12,"C6493",2,3,19,44,10.2,16.35,0.057448202,30.89978422
2,3,1158,12,"C6561",2,3,19,43,12.7,18,0.098047897,52.73722735
2,3,1159,12,"C6512",2,3,19,42,11.4,15.9,0.069785495,37.53567007
2,3,1160,12,"C6589",2,3,19,41,14.2,17.7,0.120533646,64.8316838
2,3,1161,12,"C6270",2,3,19,40,8.6,13.5,0.033720112,18.13710708
2,3,1162,12,"C6605",2,3,19,39,13.4,18.6,0.11279267,60.66802919
2,3,1163,12,"C6507",2,3,19,38,12.4,18,0.093470424,50.27513223
2,3,1164,12,"C6537",2,3,19,37,13.8,18.6,0.119627067,61.28005749
2,3,1165,12,"C6549",2,3,19,36,14.8,18.3,0.135373251,72.81349319
2,3,1166,12,"C6596",2,3,19,35,7.8,0,0.023751955,12.77551385
2,3,1167,12,"C6492",2,3,19,34,10.8,15.3,0.060269457,32.41725878
2,3,1168,12,"C6524",2,3,19,33,11.1,16.5,0.06865754,36.92897452
2,3,1169,12,"C6607",2,3,19,32,8.5,0,0.026274122,13.4591588
2,3,1170,12,"C6508",2,3,19,31,8.3,12.6,0.029314674,15.76754489
2,3,1171,12,"C6269",2,3,19,30,10.2,17.4,0.061137536,32.88417403
2,3,1172,12,"C6491",2,3,19,29,12.3,18.3,0.093501731,50.29197126
2,3,1173,12,"C6587",2,3,19,28,12.9,18.3,0.102846341,55.3181766
2,3,1174,12,"C6588",2,3,19,27,11.8,15.75,0.074063275,37.93958882
2,3,1175,12,"C6612",2,3,19,26,10.6,16.8,0.063749877,34.2892794
2,3,1176,12,"C6497",2,3,19,25,9.5,15.9,0.048462149,26.06643755
2,3,1177,12,"C6494",2,3,19,24,11.7,17.25,0.079747882,40.8515811
2,3,1178,12,"C6489",2,3,19,23,9.5,12,0.036575207,19.67278305
2,3,1179,12,"C6517",2,3,19,22,14.6,17.4,0.125260257,67.37399592
2,3,1180,12,"C6595",2,3,19,21,11.3,17.25,0.074388247,40.01136175
2,3,1181,12,"C6563",2,3,19,20,12.8,17.4,0.096278103,49.31933755
2,3,1182,12,"C6545",2,3,19,19,14.5,18,0.127810592,68.7457502
2,3,1183,12,"C6603",2,3,19,18,5.4,10.95,0.010783506,5.523949325
2,3,1184,12,"C6619",2,3,19,17,14.1,18.75,0.125891913,67.71374652
2,3,1185,12,"C6571",2,3,19,16,13.9,19.5,0.127239674,68.4386695
2,3,1186,12,"C6617",2,3,19,15,12,16.2,0.078783604,42.37550167
2,3,1187,12,"C6234",2,3,19,14,8.2,15.6,0.035425064,19.05415305
2,3,1188,12,"C6599",2,3,19,13,14.6,17.85,0.128499746,65.82516843
2,3,1189,12,"C6600",2,3,19,12,13.4,18.15,0.110063815,56.38119456
2,3,1190,12,"C6580",2,3,19,11,14.5,18.9,0.134201122,68.7457502
2,3,1191,12,"C6525",2,3,19,10,11.8,18,0.084643742,45.52750658
2,3,1192,12,"C6576",2,3,19,9,12.7,18.15,0.098864963,50.64448023
2,3,1193,12,"C6406",2,3,19,8,10.2,17.55,0.061664583,30.00883369
2,3,1194,12,"C6604",2,3,19,7,6.7,13.8,0.020921221,11.2529409
2,3,1195,12,"C6516",2,3,19,6,14.1,20.4,0.136970402,73.67255622
2,3,1196,12,"C6543",2,3,19,5,14,19.8,0.131062847,70.49504753
2,3,1197,12,"C6578",2,3,19,4,16.5,20.7,0.190325321,92.62108969
2,3,1198,12,"C6522",2,3,19,3,NA,NA,NA,NA
2,3,1199,12,"C6506",2,3,19,2,14.2,19.05,0.12972689,69.77647325
2,3,1200,12,"C6542",2,3,19,1,14.7,18.3,0.133550063,71.83285128
2,3,1201,13,"C6632",2,3,18,1,13.1,19.2,0.111276167,57.00223274
2,3,1202,13,"C6745",2,3,18,2,13.1,19.8,0.114753547,61.72273014
2,3,1203,13,"C6629",2,3,18,3,15.7,20.7,0.172316945,92.68447545
2,3,1204,13,"C6728",2,3,18,4,10.2,16.35,0.057448202,29.42836592
2,3,1205,13,"C6783",2,3,18,5,NA,NA,NA,NA
2,3,1206,13,"C6751",2,3,18,6,14.1,19.5,0.13092759,70.42229638
2,3,1207,13,"C6653",2,3,18,7,15.6,19.8,0.162731911,87.5289529
2,3,1208,13,"C6744",2,3,18,8,11.6,17.7,0.080435466,43.26399213
2,3,1209,13,"C6662",2,3,18,9,12.4,18.3,0.095028264,51.1130511
2,3,1210,13,"1274",2,3,18,10,7.4,14.1,0.026075995,13.35766659
2,3,1211,13,"C6764",2,3,18,11,10.9,18.15,0.072826252,39.17120858
2,3,1212,13,"C6633",2,3,18,12,12.2,18.3,0.091987558,47.12146651
2,3,1213,13,"C6692",2,3,18,13,12.4,18.45,0.095807185,51.53201054
2,3,1214,13,"C6640",2,3,18,14,11.3,15.15,0.065332286,33.46706035
2,3,1215,13,"C6763",2,3,18,15,10,16.35,0.055217418,29.69990794
2,3,1216,13,"C6719",2,3,18,16,9.9,16.8,0.055608094,29.9100416
2,3,1217,13,"C6625",2,3,18,17,12.5,17.7,0.093401022,47.84552666
2,3,1218,13,"C6699",2,3,18,18,12.8,19.2,0.106237907,57.14240489
2,3,1219,13,"C6730",2,3,18,19,7.6,11.25,0.021945124,10.6795108
2,3,1220,13,"C6738",2,3,18,20,7.1,12.75,0.021706271,9.451350191
2,3,1221,13,"C6721",2,3,18,21,13.1,17.85,0.103452061,55.64397641
2,3,1222,13,"C6756",2,3,18,22,10.8,17.85,0.070314367,28.81534114
2,3,1223,13,"C6707",2,3,18,23,7.7,14.7,0.029434531,15.83201276
2,3,1224,13,"1128",2,3,18,24,13.4,18.15,0.110063815,53.56213483
2,3,1225,13,"C6765",2,3,18,25,13.4,18.6,0.11279267,60.66802919
2,3,1226,13,"57",2,3,18,26,7.8,14.4,0.02958762,15.91435507
2,3,1227,13,"C6675",2,3,18,27,9.9,16.8,0.055608094,29.9100416
2,3,1228,13,"C6703",2,3,18,28,10.6,0,0.057685568,31.02745717
2,3,1229,13,"C6780",2,3,18,29,12,18.9,0.091914205,47.08389075
2,3,1230,13,"C6642",2,3,18,30,14.2,19.2,0.130748361,66.97704219
2,3,1231,13,"C6660",2,3,18,31,13.1,18.3,0.106060097,57.04676573
2,3,1232,13,"C6733",2,3,18,32,11.8,17.7,0.083233013,44.7687148
2,3,1233,13,"C6688",2,3,18,33,12.5,18.3,0.096567159,49.46740891
2,3,1234,13,"C7074",2,3,18,34,13.8,18.3,0.117697598,63.30625294
2,3,1235,13,"C6656",2,3,18,35,13.2,18.9,0.111216188,59.82008319
2,3,1236,13,"C6782",2,3,18,36,12.5,18.6,0.098150227,50.27835004
2,3,1237,13,"C6722",2,3,18,37,10.3,17.4,0.062342187,33.53212248
2,3,1238,13,"C6652",2,3,18,38,13.8,19.2,0.123486004,63.25683354
2,3,1239,13,"C6690",2,3,18,39,10.9,18,0.072224383,38.84747958
2,3,1240,13,"C6771",2,3,18,40,12.6,18.6,0.099726912,33.20591395
2,3,1241,13,"C6762",2,3,18,41,13.5,18.75,0.11540567,62.07348878
2,3,1242,13,"C6749",2,3,18,42,8.7,16.2,0.041410632,22.27362307
